epithet_id|epithet|alternate_name|trade_designations|species|etymology|sex|reference_epithet|reference_breeders|reference_tests|awards|source_type|year_selected|Interspecific_hybrid|familiy_id|mother|father|origin_lat_long|origin_place|description|originator_breeder|registrant|nominator|introducer|keeper|nominator_desc|standard_herbarium |name_status|name_status_note|current_cultivation|checklist_record|contact_info
|‘Sverdlovskaja Isvilistaja 3’|‘Sverdlovskaja Isvilistaja 3’ translates from Russian language as “Sverdlovsk’s Tortuous 3”. Sverdlovsk is the former name of the city of Yekaterinburg in Russia.||S.| ‘Sverdlovskaja Isvilistaja 3’ translates from Russian language as “Sverdlovsk’s Tortuous 3”. Sverdlovsk is the former name of the city of Yekaterinburg in Russia.||Belyaeva et al., 2000||||||x||S. babylonica L. ‘Tortuosa’ |S. pentandra L. ||Russia|A hybrid of S. babylonica L. ‘Tortuosa’ ´ S. pentandra L. It has a broadly pyramidal crown, tortuous branches and leaves, and androgynous catkins. It was developed by V.I. Schaburov and I.V. Belyaeva at the Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg, Russia (Belyaeva et al., 2000).|V.I. Schaburov and I.V. Belyaeva |||Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg|||Standard: MHA; duplicate: SVER|Established|||||
|‘Sverdlovskaja Blestjaszczaja’|‘Sverdlovskaja Blestjaszczaja’ translates from Russian language as “Sverdlovsk’s Lustrous”. Sverdlovsk is the former name of the city of Yekaterinburg in Russia. ||S.| ‘Sverdlovskaja Blestjaszczaja’ translates from Russian language as “Sverdlovsk’s Lustrous”. Sverdlovsk is the former name of the city of Yekaterinburg in Russia. |male |Belyaeva et al., 2000; Marchenko, 2017||||||x||S. pentandra L. |S. euxina I.V.Belyaeva||Russia|A male hybrid of S. pentandra L. ´ S. euxina I.V.Belyaeva (as S. fragilis L.) developed by V.I. Schaburov and I.V. Belyaeva at the Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg, Russia (Belyaeva et al., 2000). This cultivar has a wide crown, fragile branchlets, and broad shiny leaves. It is resistant to diseases, pests, and industrial pollution. Marchenko (2017) listed it as a hybrid of  S. pentandra L. ´ S. ´fragilis. This is one of the three clones from the same hybrid combination, along with ‘Teatral`naya’ and ‘Xmelyovskaya Blestyashhaya’, listed by Marchenko under the heading “Shaburov’s willow hybrids with laurel-like leaves”. A type tree was 16 m tall with a trunk diameter 0.4 m at the age of about 40 years (Marchenko, 2017). This cultivar has a broadly ovate, almost spherical crown because a few trunks branch out almost at ground level.  Branchlets are light-brown/green, glabrous and lustrous with almost black buds. Its leaves are 18 cm long and 4.5 cm wide, dark green lustrous above with waxy undersides. Large bright yellow catkins, which appear with leaves, are fragrant and very ornamental.  ‘Sverdlovskaya Blestyashhaya’ can be planted 2-3 plants per planting hole to achieve a nice specimen with a more spherical crown. It can be planted along rural roads as a snowfence, or as a specimen in large or medium parks in northern regions. When used for street planting, the crown can be elevated by pruning the side branches.|V.I. Schaburov and I.V. Belyaeva |||Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg||||Established|||||
|‘Sverdlovskaja Blestjaszczaja 1’|‘Sverdlovskaja Blestjaszczaja 1’ translates from Russian language as “Sverdlovsk’s Lustrous 1”. Sverdlovsk is the former name of the city of Yekaterinburg in Russia.||S.| ‘Sverdlovskaja Blestjaszczaja 1’ translates from Russian language as “Sverdlovsk’s Lustrous 1”. Sverdlovsk is the former name of the city of Yekaterinburg in Russia.|male |Belyaeva et al., 2000||||||x||S. pentandra L. |S. triandra L. ||Russia|A male hybrid of S. pentandra L. ´ S. triandra L. developed by V. Schaburov and  I.V. Belyaeva at the Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg, Russia (Belyaeva et al., 2000). It is a low-growing tree only up to 2.5 m tall with an oval crown and glossy leaves. It is resistant to industrial pollution. |V.I. Schaburov and I.V. Belyaeva |||Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg|||Standard: MHA; duplicate: SVER|Established|||||
|‘SV1’|trade designation LADY IN GREEN ||S.||female |https://cpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/5/4999/files/2014/10/SV1-new-08_02_2010-119l1l7.pdf|||||||||||Canada|A fast-growing female hybrid clone originally collected in Branford, Ontario, Canada, and distributed by the University of Toronto, Canada.  It is suitable for bioenergy plantations, privacy edges and environmental plantings (https://cpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/5/4999/files/2014/10/SV1-new-08_02_2010-119l1l7.pdf; accessed 1 October 2018). ‘SV1’ was sold by the Vermont Willow Nursery, Vermont, US, under the trade designation LADY IN GREEN (2018 online catalog).||||University of Toronto||||Established|||||
|‘SW Inger’|||S.||female |CPVO |CPVO, EU11635|||||x||S. ‘SW 911096’|S. ‘Jorr’||Sweden|A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘SW 911096’ (a Siberian clone of S. triandra collected in 1990) and S. ‘Jorr’. The cross was made in 1994 at Svalöv, Sweden, by S. Larsson. Salix ‘SW Inger’ has high biomass yield in mild–warm climates (S. Larsson and B. Gertsson, pers. comm., January 2017). S. ‘SW Inger’ was granted EU PBR in August 2008 (CPVO, EU11635, owned by Lantmännen ek. för.). |S. Larsson |||Svalöf Weibull AB||||Established|‘SW Inger’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD.||||
|‘SW Sherwood’|||S.||female |CPVO |CPVO, EU11806|||||x||S. ‘SW 930887’ |S. ‘Björn’||Sweden|A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘SW 930887’ and S. ‘Björn’; the cross was made in 1995 at Svalöv by S. Larsson (S. Larsson and B. Gertsson, pers. comm., January 2017). S. ‘SW Sherwood’ was granted EU PBR in September 2003 (CPVO, EU11806, owned by Lantmännen ek. för.). |S. Larsson |||Svalöf Weibull AB||||Established|‘SW Sherwood’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD.||||
|‘SX68’|||S.|||Clone Drectory of the Poplar and Willow Council of Canada|||||||||||Canada|A fast-growing shrub willow clone selected from wild populations of Hokkaido, Japan, for biomass experiments and sent to the Ministry of Natural Resources, Brockville, Ontario, Canada, in 1988 by Shigeru Chiba who identified it as a clone of S. rorida Laksch. This cultivar was registered as a clone of S. miyabeana Seemen by the LandSaga Biogeographical Inc., Ontario, Canada, in the Clone Drectory of the Poplar and Willow Council of Canada.|Shigeru Chiba |LandSaga Biogeographical Inc., Ontario||Ministry of Natural Resources, Brockville, Ontario||||Established|||||
|‘S365’|||S.||male |https://cpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/5/4999/files/2014/10/S365-new-08_03_2010-ulsw6q.pdf|||||||||||Canada|A fast-growing triploid male hybrid clone of S. caprea and probably S. cinerea, distributed by the University of Toronto, Canada. It is suitable for bioenergy plantations, ornamental plantings, streambank restoration, riparian buffers and privacy hedges (https://cpb-us-e1.wpmucdn.com/blogs.cornell.edu/dist/5/4999/files/2014/10/S365-new-08_03_2010-ulsw6q.pdf; accessed 1 October 2018).||||||||Established|||||
|‘Taberg’|Clone ID 99207-020||S.|||Ngantcha, 2010||||||x||S. viminalis L. |S. miyabeana Seemen ||Canada |Ngantcha, 2010||||||||Established|||||
|‘Tangoio’|||S.||female |National Poplar and Willow Users Group, 2007|||||||||||New Zealand |A vigorous female clone with dense, somewhat spreading crown and light-green leaves similar to S. babylonica L. (as S. matsudana Koidz.) (National Poplar and Willow Users Group, 2007). This clone was selected for soil conservation, and farm and horticultural shelter plantings in New Zealand because of its tolerance of high wind and good lower branch retention. It is not recommended for areas where seedling establishment could become a problem. However, there were no seedling establishment problems on the South Island of New Zealand. Superior drought-tolerance of this hybrid clone suggests its high potential for livestock fodder.||||||||Established|||||
|‘Te Awa’|||S.|||National Poplar and Willow Users Group, 2007|||||||||||New Zealand |A clone recommended for slope stabilization and gully control in New Zealand (National Poplar and Willow Users Group, 2007).||||||||Established|||||
|‘Teatral`naya’| ||S.| ‘Teatral`naya’ translates from Russian language as “Theatrical” as it was discovered by Marchenko in willow plantings in front of Perm’s Opera and Ballet Theater (Marchenko, 2017).|female |Marchenko, 2017||||2017||x||S. pentandra L. |S. ´fragilis L. ||Russia|A female hybrid of S. pentandra L. ´ S. ´fragilis L. developed at the Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg, Russia, by  V.I. Shaburov and later named by A.M. Marchenko (Marchenko, 2017).  This is one of the three clones from the same hybrid combination along with ‘Sverdlovskaja Blestjaszczaja’ and ‘Xmelyovskaya Blestyashhaya’ described by Marchenko (2017) under the heading “Shaburov’s willow hybrids with laurel-like leaves”. ‘Teatral`naya’ is the slowest growing cultivar from this group. It is about 9 m tall with trunk diameter of 26 cm at 20 years. It has multiple trunks and resembles a broadly oval or spherical shrub when not pruned. Branchlets are lustrous, mostly green with brownish coloration on the upper part. Leaves are lustrous dark-green above with glaucous undersides, 11 cm long and 3-5 cm wide. In fall leaves become blackened. Its catkins are not conspicuous.  Seeds are released over an extended period near the end of summer, and there is no problem with wind-blown “cotton” in the air. This cultivar is suitable for medium and large spaces. It tolerates transplanting well because of the fibrous root system.|V.I. Shaburov |A.M. Marchenko ||A.M. Marchenko |||Standard: WSY (WSY0108925, WSY0108926, WSY0108927);  duplicate: USNA (NA0102513, NA0102514, NA0102515) and MHA|Established|||||
|‘Terra Nova’|||S.||female |Caslin et al., 2012|CPVO grant No. 20290|||||||||||A fast-growing female cultivar produced by the European Willow Breeding Partnership; released in 2005 (Caslin et al., 2012). It is suitable for bioenergy plantations. This epithet was registered by the Murray Carter, Rothamsted Research Ltd., and Lantmännen ek för in 2007 (CPVO grant No. 20290) and published in the CPVO Gazette. ||||European Willow Breeding Partnership||||Established|‘Terra Nova’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD.||||
|‘Thyre’|||S.|||2018 RHS HD||||||||||||No published reference was found. ||||||||Established|‘Thyre’ was the accepted name in the 2018 RHS HD. ||||
|‘Tianchi Lake’|||S.|||2018 PIO||||||||||||No published reference for this cultivar was found; therefore, this name was not established. ||||||||Not established|‘Tianchi Lake’ was sold by one North American nursery (2018 PIO).  ||||
|‘Tioga’|||S.|||2015 online catalog of the Forestfarm Nursery, Oregon, US||||||||||||No published reference for this cultivar was found; therefore, this name was not established. A large shrub cloaked in glossy-green leaves on red stems that originated from the Tioga Pass in the High Sierra (2015 online catalog of the Forestfarm Nursery, Oregon, US). ||||||||Established|It was sold by one North American nursery (2014 PIO).  ||||
|‘Tora’|||S.||female |CPVO |CPVO, EU0627|||1989||x||S. ‘L 79069’ |S. ‘Orm’||Sweden|A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘L 79069’ (a Siberian clone of S. schwerinii E.L.Wolf) and S. ‘Orm’; the cross was made in 1989 at Svalöv, Sweden, by S. Larsson. Salix ‘Tora’ is among the highest ranking biomass producers for north–central Europe. It is resistant to leaf rust, midge gall wasps and browsing (S. Larsson and B. Gertsson, pers. comm., January 2017). It was granted Swedish PBR in May 1994 (SE835), which were terminated in January 1998. S. ‘Tora’ was granted EU PBR in August 1996 (CPVO, EU0627, owned by Lantmännen ek. för.). |S. Larsson|||Svalöf Weibull AB||||Established|‘Tora’ was the accepted name for a granted PBR cultivar (listed as female hybrid of S. schwerinii × S. viminalis L.) in the 2018 RHS HD. |‘Tora’ was found in trade in the Netherlands (2018 PS). It was most recently sold by one UK nursery in 2006 (2013 RHS PF). |||
|‘Tordis’|||S.||female |CPVO |CPVO, EU9288|||||x||S. ‘Tora’ |S. ‘Ulv’||Sweden|A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘Tora’ and S. ‘Ulv’; the cross was made in 1995 at Svalöv by S. Larsson. This cultivar exhibits very high biomass yield for north–central Europe and is resistant to leaf rust (S. Larsson and B. Gertsson, pers. comm., January 2017). S. ‘Tordis’ was granted EU PBR in May 2002 (CPVO, EU9288, owned by Lantmännen ek. för.). ‘Tordis’ was also granted PBR in Moldova in July 2013.||||||||Established|‘Tordis’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD where it was listed as a cultivar of S. viminalis L. |‘Tordis’ was found in trade in the Netherlands (2014 PS).  |||
|‘Torhild’|||S.||female |CPVO |CPVO, EU5286|||||x||S. ‘Tora’ |S. ‘Orm’|||A female cultivar developed for bioenergy plantations by Svalöf Weibull AB, Sweden. This is a hybrid of S. ‘Tora’ and S. ‘Orm’; the cross was made in 1992 at Svalöv by S. Larsson. S. ‘Torhild’ exhibits high biomass yield and low susceptibility to leaf rust (S. Larsson and B. Gertsson, pers. comm., January 2017). ‘Torhild’ was granted EU PBR in November 1999 (CPVO, EU5286, owned by Lantmännen ek. för.). ||||||||Established|‘Torhild’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD. |‘Torhild’ was the accepted name for the PBR granted cultivar in the 2018 RHS HD. |||
|TORTUOSA GEEL™|A trademark designation for S. × pendulina f. erythroflexuosa I.V.Belyaeva ‘Caradoc’ which was listed in the CPVO.  ||S.|||||||||||||||||||||||Established|||||
|‘American Green’|||S. triandra L.|||Hubbard, 1904;  Lamb, 1914||||||||||||This cultivar, along with ‘Patent Lemley’ and ‘The Lemley’, was listed by Hubbard (1904) and Lamb (1914) as cultivated for furniture and basket production in the US. Hubbard (1904) noted that ‘American Green’ has ideal rods, and is among the most highly recommended selections of all willows sold in America. Lamb (1914) noted that it was susceptible to insects (willow shoot sawfly) and diseases (leaf rust).||||||||Established|||||
|‘Baldwin’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|||||
|‘Belge’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with yellow-brown stems (Stott, 2001). ||||||||Established|‘Belge’ was the accepted name in the 2018 RHS HD. |‘Belge’ most recently sold by one UK nursery in 2006 (2013 RHS PF).|||
|‘Black German’|||S. triandra L.||male|Stott, 2001||||||||||||A basket cultivar with stems grey at the base and black (or dark brown) at the tips (Stott, 2001). ||||||||Established|‘Black German’ was the accepted name for a male cultivar in the 2018 RHS HD.|‘Black German’ was sold by one UK nursery (2018 RHS PF). |||
|‘Black Hollander’|||S. triandra L.||male|Stott, 2001||||||||||||A basket cultivar with stems green-brown at the tips (Stott, 2001). ||||||||Established|‘Black Hollander’ was the preferred name in the LNWP 2016–2020 and the accepted name for a male cultivar in the 2018 RHS HD. |‘Black Hollander’ was sold by two UK nurseries (2018 RHS PF) and was found in trade in the Netherlands (2018 PS). |||
|‘Black Italian’|||S. triandra L.|||Bean, 1981||||||||||||A basket cultivar listed by Bean (1981).||||||||Established|||||
|‘Black Maul’|||S. triandra L.|||Stott, 2001; Meikle, 1984||||||||||||The most popular basket cultivar with dark-brown stems (Stott, 2001). It was listed as ‘Black Mauls’ by Bean (1981) and as ‘Black Maul’ by Meikle (1984). ||||||||Established|‘Black Maul’ was the preferred name in the LNWP 2016–2020 and the accepted name in the 2018 RHS HD. |It was sold by one North American nursery (2018 PIO), one UK nursery (2018 RHS PF) and was found in trade in the Netherlands (2018 PS). |||
|‘Black Spaniard’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Black Top’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Blanc Bouton’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with yellow/brown stems (Stott, 2001). ||||||||Established|||||
|‘Bresilien’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|||||
|‘Brilliant’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with dark-brown stems (Stott, 2001). ||||||||Established|‘Brilliant’ was the tentatively accepted name in the 2018 RHS HD.|‘Brilliant’ most recently sold by one UK nursery in 2011 (2013 RHS PF).|||
|‘Bronze Maul’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|||||
|‘Brown Maul’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with chestnut-brown stems (Stott, 2001). ||||||||Established|||||
|‘Brunette Noire’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|||||
|‘Cerdata Gestra’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Champion’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green/brown stems (Stott, 2001). ||||||||Established|‘Champion’ was the tentatively accepted name in the 2018 RHS HD.||||
|‘Champion B’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with bright-green stems (Stott, 2001). ||||||||Established|‘Champion B’ was the tentatively accepted name in the 2018 RHS HD.|‘Champion B’ most recently sold by one UK nursery in 2011 (2018 RHS PF).|||
|‘Dark French’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001).||||||||Established|It was listed as S. pentandra L. ‘Dark French’, the tentatively accepted name in the 2018 RHS HD. |S. pentandra L. ‘Dark French’ most recently sold by one UK nursery in 2011 (2013 RHS PF).|||
|‘Dark Newkind’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with stems dark brown at the base and black at the tips (Stott, 2001).||||||||Established|||||
|‘Faux Plant de Touraine’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|‘Faux Plant de Touraine’ was the tentatively accepted name in the 2018 RHS HD. |‘Faux Plant de Touraine’ most recently sold by one UK nursery in 2006 (2013 RHS PF).|||
|‘French’|||S. triandra L.|||Bean, 1981||||||||||||A basket cultivar listed by Bean (1981).||||||||Established|||||
|‘French Purple’|||S. triandra L.|||2018 RHS HD||||||||||||No description for this cultivar was found. ||||||||Established|‘French Purple’ was the accepted name in the 2018 RHS HD. ||||
|‘Genestroff’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|||||
|‘Glibskin’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). It was listed as ‘Glibskins’ by Meikle (1958).||||||||Established|||||
|‘Grauwe Steiloor’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|||||
|‘Grisette’|||S. triandra L.|||Meikle, 1984; Stott, 2001||||||||||||A basket cultivar with green-brown stems (Stott, 2001). It was listed as ‘Grizette’ by Meikle (1984). ||||||||Established|‘Grisette’ was the accepted name in the 2018 RHS HD.||||
|‘Grisette Combe’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with dark-brown stems (Stott, 2001).||||||||Established|||||
|‘Grisette de Falaise’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green-brown stems (Stott, 2001).||||||||Established|‘Grisette de Falaise’ was the tentatively accepted name in the 2018 RHS HD.|It was sold by a UK nursery (2018 RHS PF). |||
|‘Grisette de Neuvy-Pailloux’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|||||
|‘Grisette de Preuilly’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|||||
|‘Grisette de Villaines’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|||||
|‘Grisette Droda’|||S. triandra L.||female|Stott, 2001||||||||||||A basket cultivar with stems green at the base and brown at the tips (Stott, 2001).||||||||Established|‘Grisette Droda’ was the accepted name for a female cultivar in the 2018 RHS HD. |‘Grisette Droda’ was sold by one UK nursery (2018 RHS PF).  |||
|‘Grisette Noire’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown or dark-brown stems (Stott, 2001). ||||||||Established|‘Grisette Noire’ was the tentatively accepted name in the 2018 RHS HD.|‘Grisette Noire’ most recently sold by one UK nursery in 2006 (2013 RHS PF).|||
|‘Hengelaarsgrauw’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green-brown stems (Stott, 2001).||||||||Established|||||
|‘Hoppeana’|||S. triandra L.|||2018 RHS HD||||||||||||This name was listed as “not found in literature” in the 2018 RHS HD.  ||||||||Not established| ||||
|‘Houghtons Black’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with very dark-brown, almost black stems (Stott, 2001).||||||||Established|‘Houghtons Black’ was the tentatively accepted name in the 2018 RHS HD.|‘Houghtons Black’ most recently sold by one UK nursery in 2011 (2013 RHS PF).|||
|‘Jaune Minon’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001).||||||||Established|||||
|‘Jelstiver’|||S. triandra L.|||Bean, 1981||||||||||||A basket cultivar listed by Bean (1981).||||||||Established|||||
|‘Kadriorg’|||S. triandra L.|Kadriorg is a park in Estonia where the original stock was collected and then introduced to Helsinki, Finland.|female |Lagerström & Uronen, 2005||||||||||||A female cultivar reaching up to 5 m tall at the age of 15 years. It represents a shrub with up to three stems, or a tree, when trained as a single stemmed specimen (Lagerström & Uronen, 2005).  ‘Kadriorg’ displays beautiful bark: its thinner, about 4 cm diameter, branches start flaking and thicker, about 15 cm diameter, stems become smooth with bright brick-red coloration at the end of summer. Some sources erroneously named this cultivar as S. daphnoides Vill. ‘Pomeranica’. However, it is a selection of S. triandra L. or possibly its hybrid: the entire (not serrate) leaves on the peduncle and cuneate leaf bases could indicate its hybrid origin (T. Uronen, pers. comm. 2017). ||||||||Established|||||
|‘Langbroeks Grauw’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Light French’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green-brown stems (Stott, 2001). ||||||||Established|‘Light French’ was the accepted name in the 2018 RHS HD. |‘Light French’ most recently sold by one UK nursery in 2011 (2013 RHS PF).|||
|‘Light Newkind’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with stems green at the base and brown at the tips (Stott, 2001).||||||||Established|||||
|‘Long Bud’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|‘Long Bud’ was the tentatively accepted name in the 2018 RHS HD. |‘Long Bud’ was sold by one UK nursery (2018 RHS PF).  |||
|‘Lorrain’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001).||||||||Established|||||
|‘Marais Noir’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001).||||||||Established|||||
|‘Medwedewii’ |syn. S. medwedewii Dode (1909)||S. triandra L.|||Bean, 1981; Hillier, 2014||||||||||||A group of plants introduced to France from the Caucasus region with very narrow, glaucous leaf undersides. It was included in S. triandra L. by Skvortsov (1967). Bean (1981) suggested that this was most likely a cultivar of S. triandra L. ‘Medwedewii’ has been known in cultivation since 1910 (Hillier, 2014). ||||||||Established|‘Medwedewii’ was the accepted name in the 2018 RHS HD.||||
|‘Motley Spaniard’|||S. triandra L.|||Bean,1981; Meikle,1984; Stott, 2001||||||||||||A basket cultivar with bright green stems (Stott, 2001). This cultivar was listed as ‘Mottled Spaniard’ by Bean (1981) and as ‘Mottled Spaniards’ by Meikle (1984). ||||||||Established|‘Motley Spaniard’ was the accepted name in the 2018 RHS HD.||||
|‘Newkind’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Newkind Dark Bark’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with pale-brown stems (Stott, 2001).||||||||Established|||||
|‘Noir de Challans’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|‘Noir de Challans’ was the tentatively accepted name in the 2018 RHS HD. |‘Noir de Challans’ was sold by one UK nursery (2018 RHS PF).|||
|‘Noir de Touraine’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|‘Noir de Touraine’ was the tentatively accepted name in the 2018 RHS HD.|‘Noir de Touraine’ was sold by one UK nursery (2018 RHS PF).  |||
|‘Noir de Villaine’|||S. triandra L.||male|Stott, 2001||||||||||||A basket cultivar with stems gray at the base and black at the tips (Stott, 2001). ||||||||Established|‘Noir de Villaine’ was the tentatively accepted name for a male cultivar in the 2018 RHS HD. |‘Noir de Villaine’ was sold by one North American (2018 PIO) and two UK nurseries (2018 RHS PF).  |||
|‘Noir de Villaines’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|||||
|‘Norfolk’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with stems green at the base and brown at the tips (Stott, 2001).||||||||Established|||||
|‘Oliveacea’|||S. triandra L.|||2018 RHS HD||||||||||||No description or published reference for this cultivar was found; therefore, this name was not established. ||||||||Not established|‘Oliveacea’ was the tentatively accepted name in the 2018 RHS HD.|‘Oliveacea’ most recently sold by one UK nursery in 2011 (2013 RHS PF).|||
|‘Petite Grisette’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Petite Jaune de Monzein’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001).||||||||Established|||||
|‘Pomeranian’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with bright green-brown stems (Stott, 2001). ||||||||Established|||||
|‘Red Rod’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with yellow-brown stems (Stott, 2001).||||||||Established|||||
|‘Rouge d’Orleans’|||S. triandra L.|||2018 RHS HD||||||||||||No description or published reference for this cultivar was found. ||||||||Established|‘Rouge d’Orleans’ was the accepted name in the 2018 RHS HD. |‘Rouge d’Orleans’ was sold by one UK nurseries (2018 RHS PF).|||
|‘Rouge Tardive’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001).||||||||Established|||||
|‘Sarda’|||S. triandra L.|||Meikle, 1984; Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). It was listed by Meikle (1984). ||||||||Established|‘Sarda’ was the accepted name in the 2018 RHS HD. Note: Because this name has been established for more than one cultivar within the denomination class Salix, but within different species, this epithet must be linked to the name of the species to which it applies. ||||
|‘Sarda d'Anjou’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with brown stems (Stott, 2001). ||||||||Established|‘Sarda d'Anjou’ was the tentatively accepted name in the 2018 RHS HD. |Sarda d'Anjou’ was sold by one UK nursery (2018 RHS PF).|||
|‘Schmidt 65’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-brown stems (Stott, 2001). ||||||||Established|||||
|‘Sdlng Newkind’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with light-green stems (Stott, 2001). ||||||||Established|||||
|‘Semperflorens’|||S. triandra L.||male|Newsholme, 1992; Thomas, 1992||||||||||||This epithet most likely corresponds to S. triandra f. semperflorens (Host)Jovan. &Tucović (1972)). A male clone of erect habit (Newsholme, 1992). This cultivar bears catkins from spring to September (Thomas, 1992).||||||||Established|‘Semperflorens’ was the preferred name in the LNWP 2016–2020 and the accepted name in the 2018 RHS HD. |‘Semperflorens’ was found in trade in the Netherlands (2018 PS). It was most recently sold by one UK nursery in 2012 (2013 RHS PF). |||
|‘Spanardia’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green stems (Stott, 2001). ||||||||Established|||||
|‘Stone Rod’|||S. triandra L.|||Stott, 2001||||||||||||A basket cultivar with green-brown stems (Stott, 2001). ||||||||Established|||||
